"persoonsgebonden_nummer";"inschrijvingsjaar";"opleidingsvorm";"eerste_jaar_aan_deze_instelling";"eerste_jaar_in_het_hoger_onderwijs";"eerste_jaar_aan_deze_opleiding_instelling";"diplomajaar_hoogste_vooropleiding";"geslacht";"leeftijd_per_peildatum_1_oktober";"postcodecijfers_student_op_1_oktober";"soort_inschrijving_continu_hoger_onderwijs";"indicatie_eerstejaars_continu_type_ho_binnen_ho";"datum_inschrijving";"opleidingscode_naam_opleiding";"hoogste_vooropleiding_omschrijving_vooropleiding"
65767;2013;"voltijd";2012;2010;2012;"2014";"vrouw";20;"1106";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"wo-vo/ma/bf gezondheidszorg"
65767;2018;"voltijd";2012;2010;2015;"2021";"vrouw";25;"1103";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"M Tandheelkunde";"hbo-ba economie"
65783;2011;"voltijd";2009;2009;2009;"2007";"vrouw";21;"1075";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel cultuur & maatschappij"
65801;2014;"voltijd";2009;2009;2012;"2016";"vrouw";24;"2051";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba economie"
65802;2013;"voltijd";2013;2009;2013;"2004";"vrouw";20;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
65839;2013;"voltijd";2009;2009;2012;"2014";"man";23;"1092";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
65839;2016;"voltijd";2009;2009;2015;"2017";"man";26;"1531";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"wo-ba gedrag en maatschappij"
65877;2011;"voltijd";2010;2010;2010;"2009";"vrouw";21;"1092";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
65877;2014;"voltijd";2010;2010;2013;"2018";"vrouw";24;"1012";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba taal en cultuur"
65880;2011;"voltijd";2009;2009;2010;"2014";"vrouw";18;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
65914;2013;"voltijd";2009;2009;2012;"2008";"vrouw";23;"1079";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"wo-p taal en cultuur"
65920;2014;"voltijd";2010;2010;2013;"2013";"vrouw";23;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba recht"
65961;2013;"voltijd";2010;2009;2011;"2007";"vrouw";21;"2135";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66026;2013;"voltijd";2010;2010;2010;"2008";"man";24;"1017";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66034;2011;"voltijd";2009;2009;2009;"2019";"vrouw";18;"1861";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66040;2007;"voltijd";2007;2007;2007;"2015";"man";18;"2311";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20070901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66121;2015;"voltijd";2009;2009;2012;"2013";"man";24;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"hbo-ba techniek"
66146;2018;"voltijd";2016;2009;2016;"2010";"vrouw";25;"1112";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20180901;"M Tandheelkunde";"wo-ba recht"
66148;2014;"voltijd";2009;2009;2012;"2017";"vrouw";22;"3522";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba taal en cultuur"
66154;2012;"voltijd";2010;2010;2011;"1995";"vrouw";20;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"wo-p gezondheidszorg"
66154;2015;"voltijd";2010;2010;2014;"2004";"vrouw";23;"2013";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"hbo-ba economie"
66156;2016;"voltijd";2009;2009;2012;"2007";"vrouw";27;"1621";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"wo-ba gezondheidszorg"
66162;2011;"voltijd";2010;2010;2010;"2003";"vrouw";19;"1738";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"wo-p gezondheidszorg"
66165;2009;"voltijd";2009;2009;2009;"2019";"vrouw";19;"3743";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66165;2010;"voltijd";2009;2009;2009;"2019";"vrouw";19;"3743";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66165;2012;"voltijd";2009;2009;2012;"2007";"vrouw";22;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
66165;2013;"voltijd";2009;2009;2012;"2007";"vrouw";22;"1055";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
66173;2009;"voltijd";2009;2009;2009;"2021";"vrouw";16;"1503";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
66173;2010;"voltijd";2009;2009;2009;"2021";"vrouw";16;"1503";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
66199;2012;"voltijd";2011;2011;2012;"2000";"man";20;"1093";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"wo-p gezondheidszorg"
66202;2015;"voltijd";2011;2011;2011;"2005";"man";22;"4105";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
66202;2015;"voltijd";2011;2011;2015;"2015";"man";22;"woonachtig elders in het buitenland";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160601;"M Tandheelkunde";"hbo-ba techniek"
66202;2016;"voltijd";2011;2011;2015;"2015";"man";22;"woonachtig elders in het buitenland";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160601;"M Tandheelkunde";"hbo-ba techniek"
66223;2011;"voltijd";2009;2009;2009;"2016";"vrouw";21;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel economie/maatschappij & cultuur/maatschappij"
66223;2013;"voltijd";2009;2009;2012;"2008";"vrouw";23;"1112";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20131201;"M Tandheelkunde";"wo-ba economie"
66271;2015;"voltijd";2010;2009;2013;"2021";"vrouw";22;"4194";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
66281;2009;"voltijd";2008;2008;2008;"2015";"vrouw";19;"1509";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
66281;2013;"voltijd";2008;2008;2011;"1998";"vrouw";23;"2311";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"M Tandheelkunde";"vwo algemeen"
66282;2011;"voltijd";2010;2009;2011;"2011";"vrouw";20;"1064";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
66282;2012;"voltijd";2010;2009;2011;"2011";"vrouw";20;"1064";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
66282;2014;"voltijd";2010;2009;2011;"2011";"vrouw";23;"1064";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
66282;2016;"voltijd";2010;2009;2016;"2013";"vrouw";25;"1185";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"hbo-ba economie"
66282;2017;"voltijd";2010;2009;2016;"2013";"vrouw";25;"1185";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"hbo-ba economie"
66308;2015;"voltijd";2010;2009;2013;"2018";"vrouw";25;"1096";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"wo-ba economie"
66310;2005;"voltijd";2005;2005;2005;"2000";"vrouw";19;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20050901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66310;2006;"voltijd";2005;2005;2005;"2000";"vrouw";19;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20050901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
66310;2008;"voltijd";2005;2005;2008;"2002";"vrouw";22;"1054";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090501;"M Tandheelkunde";"vwo profiel economie & maatschappij"
66310;2009;"voltijd";2005;2005;2008;"2002";"vrouw";22;"1054";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20090501;"M Tandheelkunde";"vwo profiel economie & maatschappij"
66332;2015;"voltijd";2013;2009;2013;"2005";"vrouw";22;"3532";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"vwo profiel natuur & gezondheid"
