"persoonsgebonden_nummer";"gemiddeld_cijfer_cijferlijst";"afkorting_vak";"cijfer_schoolexamen";"cijfer_eerste_centraal_examen"
77147;69;"bi";73;58
77147;69;"ec";74;68
3689;67;"ne";70;46
3689;67;"du";66;65
3689;67;"en";62;77
3689;67;"wa";83;80
3689;67;"wb";75;73
3689;67;"na";57;62
3689;67;"ee";66;54
131621;64;"ne";59;64
131621;64;"du";61;81
131621;64;"en";58;58
131621;64;"wb";68;65
131621;64;"na";67;67
131621;64;"sk";66;45
131621;64;"ee";62;58
6746;61;"ne";57;59
6746;61;"du1";68;64
6746;61;"en";56;0
6746;61;"gs";62;69
6746;61;"ak";60;61
6746;61;"wa12";66;56
6746;61;"ec12";63;0
6746;61;"m&o";61;0
6746;61;"anw";63;0
6746;61;"ma1";66;51
6746;61;"lo1";NA;0
6746;61;"lett";69;56
6746;61;"ckv1";NA;0
124533;74;"ne";71;81
124533;74;"fa1";80;77
124533;74;"du1";82;80
124533;74;"en";67;64
124533;74;"gs1";70;0
124533;74;"gs";70;0
124533;74;"ak";70;0
124533;74;"wa12";70;0
124533;74;"in";80;0
124533;74;"ec12";80;0
124533;74;"m&o";71;72
124533;74;"anw";75;81
124533;74;"ma1";67;75
124533;74;"lo1";NA;0
124533;74;"lett";70;0
124533;74;"ckv1";NA;0
100342;61;"ne";64;40
100342;61;"du12";65;0
100342;61;"en";67;65
100342;61;"gs";57;47
100342;61;"ak";67;60
100342;61;"wa12";65;0
100342;61;"ec12";67;53
100342;61;"anw";64;0
100342;61;"ma1";65;30
100342;61;"lo1";NA;0
100342;61;"lett";64;48
100342;61;"ckv1";NA;0
97008;70;"ne";66;55
97008;70;"gr";70;0
97008;70;"fa1";73;0
97008;70;"du1";49;73
97008;70;"en";76;0
97008;70;"gs1";84;80
97008;70;"gs";80;0
97008;70;"ak";90;0
97008;70;"wa12";65;71
97008;70;"ec12";69;70
97008;70;"m&o";60;64
97008;70;"anw";68;70
97008;70;"ma1";66;54
97008;70;"lo1";NA;0
97008;70;"lett";63;0
97008;70;"kcv";74;0
65361;60;"ne";61;0
65361;60;"du1";64;0
65361;60;"en";76;79
65361;60;"gs";57;0
65361;60;"ak";62;57
65361;60;"wa12";63;55
65361;60;"in";70;54
65361;60;"ec12";51;47
65361;60;"anw";69;60
65361;60;"ma1";67;0
65361;60;"lo1";NA;0
65361;60;"lett";67;0
65361;60;"ckv1";NA;0
65361;66;"ne";61;0
65361;66;"fa1";60;0
65361;66;"du1";64;0
65361;66;"en";76;79
65361;66;"gs1";NA;0
65361;66;"gs";57;0
65361;66;"ak";62;57
65361;66;"wa12";63;55
65361;66;"in";70;54
65361;66;"ec12";51;47
65361;66;"anw";NA;0
65361;66;"ma1";NA;0
65361;66;"lo1";NA;0
65361;66;"lett";67;0
65361;66;"ckv1";NA;0
5594;70;"ne";67;48
5594;70;"fa1";70;71
5594;70;"du1";60;53
5594;70;"en";68;58
5594;70;"gs1";80;0
5594;70;"gs";80;0
5594;70;"ak";70;0
5594;70;"wa12";83;65
5594;70;"ec12";60;0
5594;70;"m&o";86;54
5594;70;"anw";70;0
5594;70;"ma1";79;61
5594;70;"lo1";NA;0
5594;70;"lo2";75;0
5594;70;"lett";80;0
5594;70;"ckv1";NA;0
102189;76;"ne";80;0
102189;76;"fa1";78;82
102189;76;"du1";61;52
102189;76;"en";86;0
102189;76;"gs1";63;68
102189;76;"wb1";72;0
102189;76;"na1";73;72
102189;76;"sk1";81;83
102189;76;"bi12";77;0
102189;76;"anw";90;0
102189;76;"ma1";83;0
102189;76;"lo1";NA;0
102189;76;"lett";79;0
102189;76;"ckv1";NA;0
102189;76;"mu23";65;55
54671;63;"ne";73;0
54671;63;"fa12";66;42
54671;63;"en";61;57
54671;63;"wb1";68;65
54671;63;"na1";65;54
54671;63;"sk";62;53
54671;63;"bi";68;0
54671;63;"anw";85;67
54671;63;"ma1";60;0
54671;63;"lo1";NA;0
54671;63;"lett";52;46
54671;63;"ckv1";NA;0
87994;62;"ne";65;54
87994;62;"fa1";67;58
87994;62;"du1";64;51
87994;62;"en";66;51
87994;62;"gs1";63;62
87994;62;"wb1";73;0
87994;62;"na1";56;0
87994;62;"sk1";59;54
87994;62;"bi12";69;0
87994;62;"ec1";55;0
87994;62;"anw";65;65
87994;62;"ma1";63;0
87994;62;"lo1";NA;0
87994;62;"lett";60;0
87994;62;"ckv1";NA;0
31827;68;"ne";64;60
31827;68;"gr";69;65
31827;68;"fa1";75;0
31827;68;"du1";63;0
31827;68;"en";71;72
31827;68;"gs1";72;0
31827;68;"gs";76;0
31827;68;"ak";67;57
31827;68;"wa12";66;0
31827;68;"wb1";66;0
31827;68;"in";70;0
31827;68;"ec12";62;61
31827;68;"anw";61;71
31827;68;"ma1";72;0
31827;68;"lo1";NA;0
31827;68;"lett";63;58
31827;68;"kcv";69;67
105779;67;"ne";60;0
105779;67;"fa1";60;0
105779;67;"du1";70;0
105779;67;"en";72;0
105779;67;"gs1";68;0
105779;67;"gs";63;65
105779;67;"ak";73;54
105779;67;"wa12";74;80
105779;67;"ec12";69;62
105779;67;"m&o";75;66
105779;67;"anw";70;0
105779;67;"ma1";73;75
105779;67;"lo1";NA;0
105779;67;"lett";75;56
105779;67;"ckv1";NA;0
143422;62;"ne";71;0
143422;62;"en";59;56
143422;62;"sp1";60;0
143422;62;"gs";71;51
143422;62;"ak";72;57
143422;62;"wa12";52;51
143422;62;"ec12";62;53
143422;62;"m&o";62;59
143422;62;"anw";70;0
143422;62;"ma1";55;0
143422;62;"lo1";NA;0
143422;62;"lett";66;70
143422;62;"ckv1";NA;0
113769;84;"ne";85;88
113769;84;"en";73;84
113769;84;"wa";85;85
113769;84;"wb";88;98
113769;84;"na";74;61
113769;84;"sk";89;89
113769;84;"bi";82;84
96615;61;"ne";76;44
96615;61;"fa";77;44
96615;61;"du";68;62
96615;61;"en";68;55
96615;61;"gs";66;39
96615;61;"ak";69;72
96615;61;"bi";74;53
108541;72;"ne";78;62
108541;72;"la";83;0
108541;72;"fa1";74;72
108541;72;"du1";78;58
108541;72;"en";70;70
108541;72;"gs1";76;0
108541;72;"gs";76;0
108541;72;"ak";71;0
108541;72;"wa12";71;60
108541;72;"ec12";77;0
108541;72;"m&o";65;46
108541;72;"anw";66;62
108541;72;"ma1";73;0
108541;72;"lo1";NA;0
108541;72;"lett";68;72
108541;72;"kcv";75;0
64940;69;"ne";73;50
64940;69;"fa";69;52
64940;69;"du";75;60
64940;69;"en";69;64
64940;69;"wa";64;60
64940;69;"ee";81;89
64940;69;"et";82;59
132422;60;"ne";57;47
132422;60;"en";59;73
132422;60;"gs";63;47
132422;60;"wb";69;81
132422;60;"na";60;63
132422;60;"sk";71;63
132422;60;"bi";61;60
132422;65;"ne";57;47
132422;65;"en";59;73
132422;65;"gs";63;47
132422;65;"wa";65;48
132422;65;"wb";69;81
132422;65;"na";60;63
132422;65;"sk";71;63
132422;65;"bi";61;60
127513;71;"ne";67;56
127513;71;"la";90;0
127513;71;"fa1";70;0
127513;71;"du1";60;0
127513;71;"en";62;46
127513;71;"gs1";80;0
127513;71;"wb1";90;0
127513;71;"in";58;58
127513;71;"na1";70;0
127513;71;"sk1";66;73
127513;71;"bi12";80;0
127513;71;"anw";90;0
127513;71;"ma1";61;63
127513;71;"lo1";NA;0
127513;71;"lett";72;60
127513;71;"kcv";68;78
142040;60;"ne";58;0
142040;60;"fa1";43;55
142040;60;"du1";57;72
142040;60;"en";70;0
142040;60;"gs1";63;0
142040;60;"gs";59;60
142040;60;"ak";66;41
142040;60;"wa12";70;0
142040;60;"ec12";57;59
142040;60;"m&o";62;0
142040;60;"anw";67;58
142040;60;"ma1";60;66
142040;60;"lo1";NA;0
142040;60;"lett";64;0
142040;60;"ckv1";NA;0
123079;67;"ne";69;61
123079;67;"du";70;69
123079;67;"en";81;67
123079;67;"gs";70;71
123079;67;"wa";70;52
123079;67;"ee";68;61
123079;67;"et";69;63
72560;63;"ne";64;0
72560;63;"fa1";57;0
72560;63;"du1";62;0
72560;63;"en";69;55
72560;63;"gs1";80;0
72560;63;"wb1";68;0
72560;63;"in";56;0
72560;63;"na1";63;55
72560;63;"sk1";47;32
72560;63;"bi12";65;0
72560;63;"anw";68;56
72560;63;"ma1";87;83
72560;63;"lo1";NA;0
72560;63;"lett";58;60
72560;63;"ckv1";NA;0
117960;71;"ne";64;57
117960;71;"en";72;60
117960;71;"ak";77;61
117960;71;"wa";85;77
117960;71;"wb";81;63
117960;71;"bi";75;59
117960;71;"et";82;69
106951;70;"ne";75;73
106951;70;"fa";77;70
106951;70;"du";92;78
106951;70;"en";70;71
106951;70;"gs";64;69
106951;70;"wa";72;70
106951;70;"ee";62;64
106951;70;"et";63;57
135334;61;"ne";60;0
135334;61;"fa";61;0
135334;61;"en";60;0
135334;61;"ak";54;0
135334;61;"wa";66;0
135334;61;"bi";68;0
135334;61;"ee";59;0
124248;70;"ne";60;70
124248;70;"fa1";74;73
124248;70;"du12";60;0
124248;70;"en";67;67
124248;70;"gs1";70;0
124248;70;"gs";51;46
124248;70;"ak";70;0
124248;70;"wa12";65;51
124248;70;"anw";66;76
124248;70;"fi";80;0
124248;70;"ma1";68;67
124248;70;"lo1";NA;0
124248;70;"lett";90;0
124248;70;"ckv1";NA;0
124248;70;"bv3";80;0
77793;59;"ne";55;57
77793;59;"fa1";60;0
77793;59;"en";60;0
77793;59;"wb1";60;0
77793;59;"na1";56;55
77793;59;"sk";76;49
77793;59;"bi";60;0
77793;59;"ec1";59;56
77793;59;"anw";44;61
77793;59;"ma1";56;62
77793;59;"lo1";NA;0
77793;59;"lett";51;49
77793;59;"ckv1";NA;0
93289;60;"ne";59;54
93289;60;"la";63;47
93289;60;"en";59;54
93289;60;"gs";60;62
93289;60;"wa";67;46
93289;60;"wb";70;52
93289;60;"bi";65;58
68380;71;"ne";70;0
68380;71;"fa12";72;79
68380;71;"du12";64;75
68380;71;"en";73;69
68380;71;"gs1";70;0
68380;71;"gs";67;68
68380;71;"wa1";80;0
68380;71;"ec1";80;0
68380;71;"anw";74;75
68380;71;"ma1";68;57
68380;71;"lo1";NA;0
68380;71;"lett";60;0
68380;71;"ckv1";NA;0
68380;71;"mu23";68;84
63360;61;"ne";72;0
63360;61;"la";61;61
63360;61;"fa1";54;60
63360;61;"du12";65;37
63360;61;"en";62;46
63360;61;"gs1";60;0
63360;61;"gs";56;66
63360;61;"ak";64;0
63360;61;"wa1";58;69
63360;61;"te";61;0
63360;61;"anw";59;55
63360;61;"ma1";69;0
63360;61;"lo1";NA;0
63360;61;"lett";63;0
63360;61;"kcv";77;62
118224;63;"ne";61;49
118224;63;"du";58;56
118224;63;"en";69;65
118224;63;"gs";64;63
118224;63;"ak";62;70
118224;63;"wa";46;48
118224;63;"bi";64;54
118224;63;"ee";66;64
119576;84;"ne";78;92
119576;84;"gr";85;91
119576;84;"du";75;75
119576;84;"en";83;79
119576;84;"wa";80;71
119576;84;"wb";76;83
119576;84;"na";81;80
119576;84;"sk";94;99
119576;84;"bi";77;79
96046;81;"ne";91;89
96046;81;"gr";83;84
96046;81;"en";65;57
96046;81;"wa";76;82
96046;81;"wb";94;82
96046;81;"na";88;81
96046;81;"sk";88;93
96046;81;"ee";78;80
57191;72;"ne";71;73
57191;72;"en";87;83
57191;72;"gs";77;77
57191;72;"wa";64;58
57191;72;"na";78;78
57191;72;"sk";80;69
57191;72;"bi";64;64
138983;67;"ne";59;59
138983;67;"en";71;71
138983;67;"ak";67;43
138983;67;"wa";68;64
138983;67;"na";68;78
138983;67;"sk";60;89
138983;67;"ec";75;67
52723;77;"ne";89;83
52723;77;"en";88;75
52723;77;"gs";75;89
52723;77;"wa";79;64
52723;77;"ee";81;74
52723;77;"et";85;76
52723;77;"ma";60;59
131997;88;"ne";80;84
131997;88;"la";95;98
131997;88;"en";92;83
131997;88;"wa";87;96
131997;88;"wb";81;81
131997;88;"na";85;77
131997;88;"sk";91;80
131997;88;"ee";90;85
71954;73;"ne";72;61
71954;73;"fa12";72;62
71954;73;"du12";70;0
71954;73;"en";69;58
71954;73;"gs1";80;0
71954;73;"gs";70;77
71954;73;"ak";84;81
71954;73;"wa1";53;40
71954;73;"anw";80;0
71954;73;"ma1";90;0
71954;73;"lo1";NA;0
71954;73;"lett";75;61
71954;73;"kcv";80;0
71954;73;"ckv1";NA;0
130936;70;"ne";79;67
130936;70;"du";58;48
130936;70;"en";64;58
130936;70;"wa";75;72
130936;70;"wb";64;50
130936;70;"na";94;85
130936;70;"ee";81;92
144274;70;"ne";71;0
144274;70;"la";72;0
144274;70;"fa1";84;0
144274;70;"du1";65;76
144274;70;"en";61;0
144274;70;"gs1";58;0
144274;70;"wb12";77;0
144274;70;"in";73;0
144274;70;"na12";78;70
144274;70;"sk12";64;38
144274;70;"anw";75;0
144274;70;"ma1";73;58
144274;70;"lo1";NA;0
144274;70;"lett";87;70
144274;70;"kcv";72;69
29274;80;"ne";71;0
29274;80;"fa1";79;0
29274;80;"du1";90;77
29274;80;"en";81;79
29274;80;"gs1";84;0
29274;80;"gs";82;0
29274;80;"ak";83;83
29274;80;"wa12";91;77
29274;80;"ec12";75;0
29274;80;"m&o";82;0
29274;80;"anw";75;84
29274;80;"ma1";78;78
29274;80;"lo1";NA;0
29274;80;"lett";88;82
29274;80;"ckv1";NA;0
54168;70;"ne";75;71
54168;70;"fa1";57;0
54168;70;"du1";77;69
54168;70;"en";60;0
54168;70;"gs1";73;74
54168;70;"wb1";70;0
54168;70;"na1";79;73
54168;70;"sk12";78;0
54168;70;"bi12";65;68
54168;70;"anw";66;0
54168;70;"ma1";71;0
54168;70;"lo1";NA;0
54168;70;"lett";83;69
54168;70;"ckv1";NA;0
75140;74;"ne";69;0
75140;74;"fa1";74;0
75140;74;"du1";74;77
75140;74;"en";86;0
75140;74;"gs1";70;78
75140;74;"wb1";79;0
75140;74;"na1";72;0
75140;74;"sk1";91;0
75140;74;"bi12";71;0
75140;74;"ec1";73;64
75140;74;"anw";78;68
75140;74;"ma1";77;0
75140;74;"lo1";NA;0
75140;74;"lett";69;73
75140;74;"ckv1";NA;0
75140;74;"bv3";72;75
75140;74;"mu3";72;66
6477;65;"ne";65;63
6477;65;"fa1";59;0
6477;65;"du1";69;66
6477;65;"en";57;0
6477;65;"gs1";59;60
6477;65;"wb1";53;42
6477;65;"na1";78;0
6477;65;"sk12";76;63
6477;65;"bi12";72;0
6477;65;"anw";59;0
6477;65;"ma1";71;0
6477;65;"lo1";NA;0
6477;65;"lett";70;65
6477;65;"ckv1";NA;0
61710;64;"ne";55;35
61710;64;"fa1";63;71
61710;64;"en";80;0
61710;64;"gs";59;60
61710;64;"ak";64;0
61710;64;"wa12";58;0
61710;64;"in";67;69
61710;64;"ec12";72;0
61710;64;"anw";63;42
61710;64;"ma1";58;0
61710;64;"lo1";NA;0
61710;64;"lett";60;59
61710;64;"ckv1";NA;0
115582;61;"ne";66;47
115582;61;"du";59;54
115582;61;"en";60;48
115582;61;"ak";57;66
115582;61;"wa";61;67
115582;61;"ee";66;64
115582;61;"et";64;70
105245;63;"ne";70;59
105245;63;"la";60;0
105245;63;"fa12";60;0
105245;63;"du12";65;66
105245;63;"en";52;62
105245;63;"gs1";69;62
105245;63;"gs";60;0
105245;63;"wa1";55;63
105245;63;"m&o";70;56
105245;63;"te";46;54
105245;63;"anw";80;0
105245;63;"ma1";70;0
105245;63;"lo1";NA;0
105245;63;"lett";54;36
105245;63;"kcv";69;61
119009;62;"ne";62;0
119009;62;"fa12";62;55
119009;62;"en";59;64
119009;62;"gs";63;62
119009;62;"ak";60;73
119009;62;"wa12";65;59
119009;62;"ec12";60;0
119009;62;"anw";57;67
119009;62;"ma1";60;0
119009;62;"lo1";NA;0
119009;62;"lett";65;67
119009;62;"ckv1";NA;0
32755;71;"ne";71;0
32755;71;"la";78;0
32755;71;"fa1";75;0
32755;71;"du1";68;0
32755;71;"en";79;68
32755;71;"gs1";72;68
32755;71;"wb1";77;59
32755;71;"na1";76;71
32755;71;"sk1";77;67
32755;71;"bi12";70;0
32755;71;"anw";57;55
32755;71;"ma1";70;0
32755;71;"lo1";NA;0
32755;71;"lett";67;58
32755;71;"kcv";76;0
32755;71;"ckv1";NA;0
63596;66;"ne";56;0
63596;66;"fa1";83;74
63596;66;"du1";72;0
63596;66;"en";66;53
63596;66;"gs1";70;53
63596;66;"wb1";68;0
63596;66;"na1";66;51
63596;66;"sk1";66;0
63596;66;"bi12";67;62
63596;66;"ec1";64;52
63596;66;"anw";64;67
63596;66;"ma1";59;0
63596;66;"lo1";NA;0
63596;66;"lett";89;0
63596;66;"ckv1";NA;0
24227;64;"ne";74;72
24227;64;"du1";74;0
24227;64;"en";59;66
24227;64;"wb1";65;38
24227;64;"na1";69;59
24227;64;"sk";90;0
24227;64;"bi";58;55
24227;64;"ec1";65;53
24227;64;"anw";66;55
24227;64;"ma1";57;0
24227;64;"lo1";NA;0
24227;64;"lett";71;0
24227;64;"ckv1";NA;0
53783;60;"ne";60;34
53783;60;"fa1";60;0
53783;60;"du1";60;50
53783;60;"en";60;0
53783;60;"gs1";70;0
53783;60;"gs";68;70
53783;60;"ak";64;48
53783;60;"wa12";60;0
53783;60;"bi1";60;43
53783;60;"ec12";60;0
53783;60;"anw";60;0
53783;60;"ma1";68;56
53783;60;"ma";60;0
53783;60;"lo1";NA;0
53783;60;"lett";66;59
53783;60;"ckv1";NA;0
6552;71;"ne";71;49
6552;71;"fa1";74;0
6552;71;"du1";67;0
6552;71;"en";78;0
6552;71;"gs1";82;0
6552;71;"gs";72;61
6552;71;"ak";72;0
6552;71;"wa12";68;69
6552;71;"bi1";75;54
6552;71;"ec12";78;70
6552;71;"m&o";75;0
6552;71;"anw";81;78
6552;71;"ma1";61;0
6552;71;"lo1";NA;0
6552;71;"lett";79;77
6552;71;"ckv1";NA;0
102378;69;"ne";70;64
102378;69;"du1";80;0
102378;69;"en";65;70
102378;69;"wb12";78;68
102378;69;"na12";57;81
102378;69;"sk";66;67
102378;69;"bi";44;0
102378;69;"ec1";79;0
102378;69;"anw";71;0
102378;69;"ma1";68;69
102378;69;"lo1";NA;0
102378;69;"lett";67;68
102378;69;"ckv1";NA;0
100433;65;"ne";62;71
100433;65;"fa1";63;58
100433;65;"du1";62;63
100433;65;"en";63;0
100433;65;"gs1";70;59
100433;65;"gs";60;0
100433;65;"ak";66;69
100433;65;"wa12";68;0
100433;65;"ec12";60;0
100433;65;"m&o";72;0
100433;65;"anw";73;68
100433;65;"ma1";70;76
100433;65;"lo1";NA;0
100433;65;"lett";55;0
100433;65;"ckv1";NA;0
80618;67;"ne";70;0
80618;67;"du1";63;50
80618;67;"en";67;69
80618;67;"wb12";68;0
80618;67;"na12";71;53
80618;67;"sk";63;67
80618;67;"bi";68;0
80618;67;"anw";72;71
80618;67;"ma1";70;0
80618;67;"lo1";NA;0
80618;67;"lett";63;65
80618;67;"ckv1";NA;0
111368;67;"ne";65;65
111368;67;"la";70;74
111368;67;"gr";69;72
111368;67;"du";83;65
111368;67;"en";59;68
111368;67;"gs";55;71
111368;67;"wa";65;68
111368;67;"ee";73;74
72243;66;"ne";76;67
72243;66;"fa1";71;47
72243;66;"du1";60;55
72243;66;"en";60;0
72243;66;"gs1";80;0
72243;66;"wb1";70;0
72243;66;"na1";63;47
72243;66;"sk1";90;0
72243;66;"bi12";60;0
72243;66;"te";66;60
72243;66;"anw";70;0
72243;66;"ma1";67;53
72243;66;"lo1";NA;0
72243;66;"lett";60;54
72243;66;"ckv1";NA;0
65453;66;"ne";76;75
65453;66;"fa12";69;46
65453;66;"du12";85;0
65453;66;"en";62;0
65453;66;"gs1";65;41
65453;66;"gs";57;0
65453;66;"ak";81;58
65453;66;"wa1";76;0
65453;66;"anw";61;0
65453;66;"ma1";65;57
65453;66;"lo1";NA;0
65453;66;"lett";62;66
65453;66;"ckv1";NA;0
65453;66;"bv3";71;69
97682;67;"ne";70;0
97682;67;"fa1";65;49
97682;67;"du1";65;72
97682;67;"en";80;0
97682;67;"gs1";70;0
97682;67;"gs";65;74
97682;67;"ak";68;59
97682;67;"wa12";70;0
97682;67;"bi1";80;0
97682;67;"ec12";76;60
97682;67;"m&o";58;47
97682;67;"anw";71;53
97682;67;"ma1";70;0
97682;67;"lo1";NA;0
97682;67;"lett";70;0
97682;67;"ckv1";NA;0
76950;70;"ne";68;75
76950;70;"du";64;66
76950;70;"en";63;75
76950;70;"gs";75;83
76950;70;"wa";68;61
76950;70;"ec";78;67
146330;61;"ne";70;72
146330;61;"gr";47;38
146330;61;"du";71;59
146330;61;"en";63;57
146330;61;"gs";62;66
146330;61;"wa";57;66
146330;61;"na";70;60
146330;61;"sk";50;40
113350;69;"ne";75;69
113350;69;"fa12";83;0
113350;69;"du12";63;0
113350;69;"en";70;0
113350;69;"gs1";67;67
113350;69;"gs";59;0
113350;69;"wa1";84;0
113350;69;"ec1";50;61
113350;69;"anw";67;72
113350;69;"ma1";68;64
113350;69;"lo1";NA;0
113350;69;"lett";84;82
113350;69;"ckv1";NA;0
113350;69;"bv23";67;62
96045;62;"ne";60;57
96045;62;"fa";68;68
96045;62;"en";65;53
96045;62;"gs";63;56
96045;62;"ak";60;66
96045;62;"bi";67;59
137343;63;"ne";70;0
137343;63;"fa1";62;47
137343;63;"du1";65;57
137343;63;"en";64;71
137343;63;"gs1";58;0
137343;63;"wb12";54;64
137343;63;"na12";38;56
137343;63;"sk12";57;0
137343;63;"ec1";70;0
137343;63;"anw";64;0
137343;63;"ma1";59;78
137343;63;"lo1";NA;0
137343;63;"lett";70;0
137343;63;"ckv1";NA;0
70618;63;"ne";59;60
70618;63;"du1";63;52
70618;63;"en";70;0
70618;63;"gs";64;78
70618;63;"ak";59;49
70618;63;"wa12";64;0
70618;63;"bi";67;61
70618;63;"ec12";68;0
70618;63;"anw";63;0
70618;63;"ma1";66;65
70618;63;"lo1";NA;0
70618;63;"lett";68;64
70618;63;"ckv1";NA;0
114194;65;"ne";76;73
114194;65;"fa12";72;53
114194;65;"du1";62;0
114194;65;"en";64;0
114194;65;"sp-e";67;59
114194;65;"gs1";71;0
114194;65;"gs";74;0
114194;65;"wa1";68;65
114194;65;"ec1";70;61
114194;65;"te";75;0
114194;65;"anw";67;69
114194;65;"fi";70;0
114194;65;"ma1";63;56
114194;65;"lo1";NA;0
114194;65;"lett";63;28
114194;65;"ckv1";NA;0
89081;66;"ne";55;0
89081;66;"du1";67;64
89081;66;"en";69;0
89081;66;"wb1";68;70
89081;66;"na1";62;77
89081;66;"sk";58;47
89081;66;"bi";72;60
89081;66;"ec12";62;0
89081;66;"anw";69;67
89081;66;"ma1";63;67
89081;66;"lo1";NA;0
89081;66;"lett";62;0
89081;66;"ckv1";NA;0
130201;61;"ne";70;56
130201;61;"du";68;52
130201;61;"en";60;56
130201;61;"ak";65;61
130201;61;"wa";66;63
130201;61;"ee";73;60
130201;61;"et";66;60
87733;74;"ne";90;0
87733;74;"gr";67;65
87733;74;"fa1";90;0
87733;74;"du1";80;0
87733;74;"en";80;0
87733;74;"gs1";70;0
87733;74;"wb12";72;56
87733;74;"na12";80;0
87733;74;"sk12";80;0
87733;74;"bi1";67;62
87733;74;"ec1";65;62
87733;74;"anw";90;0
87733;74;"ma1";67;72
87733;74;"lo1";NA;0
87733;74;"lett";71;76
87733;74;"kcv";76;64
72813;62;"ne";66;49
72813;62;"fa12";70;0
72813;62;"en";80;0
72813;62;"gs";50;0
72813;62;"wa1";60;0
72813;62;"bi";67;53
72813;62;"ec1";71;48
72813;62;"anw";63;64
72813;62;"ma1";59;53
72813;62;"lo1";NA;0
72813;62;"lett";68;61
72813;62;"ckv1";NA;0
72813;62;"bv23";60;0
2127;71;"ne";66;0
2127;71;"fa1";77;0
2127;71;"du1";80;0
2127;71;"en";59;62
2127;71;"gs1";61;62
2127;71;"gs";70;66
2127;71;"ak";65;74
2127;71;"wa12";74;80
2127;71;"in";57;0
2127;71;"bi1";76;0
2127;71;"ec12";65;69
2127;71;"m&o";75;0
2127;71;"anw";67;72
2127;71;"ma1";64;0
2127;71;"lo1";NA;0
2127;71;"lett";67;0
2127;71;"ckv1";NA;0
103246;63;"ne";61;0
103246;63;"du1";56;76
103246;63;"en";57;54
103246;63;"gs";63;0
103246;63;"ak";59;69
103246;63;"wa12";64;62
103246;63;"in";64;53
103246;63;"ec12";65;0
103246;63;"anw";60;67
103246;63;"ma1";78;0
103246;63;"lo1";NA;0
103246;63;"lett";61;0
103246;63;"ckv1";NA;0
68525;64;"ne";52;51
68525;64;"du1";63;0
68525;64;"en";70;72
68525;64;"wb12";68;71
68525;64;"na12";72;61
68525;64;"sk";80;0
68525;64;"bi";73;73
68525;64;"anw";61;0
68525;64;"ma1";73;52
68525;64;"lo1";NA;0
68525;64;"lett";49;0
68525;64;"ckv1";NA;0
101709;63;"ne";59;66
101709;63;"la";60;0
101709;63;"fa1";61;57
101709;63;"du12";54;0
101709;63;"en";69;0
101709;63;"gs1";65;0
101709;63;"wb1";58;48
101709;63;"na1";75;70
101709;63;"sk1";63;60
101709;63;"bi12";74;0
101709;63;"anw";56;0
101709;63;"ma1";58;58
101709;63;"lo1";NA;0
101709;63;"lett";75;0
101709;63;"kcv";61;65
64984;66;"ne";76;81
64984;66;"du1";70;0
64984;66;"en";68;0
64984;66;"gs";69;63
64984;66;"ak";73;70
64984;66;"wa12";59;66
64984;66;"ec12";60;64
64984;66;"m&o";58;0
64984;66;"anw";71;0
64984;66;"ma1";67;52
64984;66;"lo1";NA;0
64984;66;"lett";57;53
64984;66;"ckv1";NA;0
59745;63;"ne";67;57
59745;63;"du12";56;61
59745;63;"en";62;0
59745;63;"gs";67;0
59745;63;"wa1";70;0
59745;63;"in";70;0
59745;63;"ec1";69;54
59745;63;"ha";57;0
59745;63;"anw";62;64
59745;63;"ma1";73;48
59745;63;"lo1";NA;0
59745;63;"lett";75;63
59745;63;"ckv1";NA;0
53882;67;"ne";68;0
53882;67;"du1";62;0
53882;67;"en";64;0
53882;67;"wb1";80;73
53882;67;"na12";48;72
53882;67;"sk";66;79
53882;67;"bi";55;62
53882;67;"anw";46;67
53882;67;"ma1";81;0
53882;67;"lo1";NA;0
53882;67;"lett";58;74
53882;67;"ckv1";NA;0
78545;67;"ne";65;59
78545;67;"fa1";75;54
78545;67;"du1";60;71
78545;67;"en";61;36
78545;67;"gs1";69;0
78545;67;"wb1";75;0
78545;67;"na1";57;0
78545;67;"sk12";81;0
78545;67;"bi12";60;64
78545;67;"anw";81;0
78545;67;"ma1";81;0
78545;67;"lo1";NA;0
78545;67;"lett";62;64
78545;67;"ckv1";NA;0
88951;66;"ne";70;0
88951;66;"du1";62;64
88951;66;"en";66;0
88951;66;"gs";74;67
88951;66;"ak";67;83
88951;66;"wa12";70;0
88951;66;"ec12";56;0
88951;66;"m&o";62;67
88951;66;"anw";65;78
88951;66;"ma1";58;70
88951;66;"lo1";NA;0
88951;66;"lett";64;65
88951;66;"ckv1";NA;0
103289;71;"ne";58;70
103289;71;"fa1";76;79
103289;71;"en";76;0
103289;71;"gs";62;63
103289;71;"ak";56;58
103289;71;"wa12";73;0
103289;71;"bi12";76;65
103289;71;"ec12";77;79
103289;71;"anw";77;0
103289;71;"ma1";68;0
103289;71;"lo1";NA;0
103289;71;"lett";82;70
103289;71;"ckv1";NA;0
141937;69;"ne";69;71
141937;69;"en";62;60
141937;69;"gs";64;72
141937;69;"ak";67;66
141937;69;"wa";71;61
141937;69;"bi";62;48
141937;69;"ee";78;74
5281;64;"ne";48;60
5281;64;"fa1";67;61
5281;64;"du1";63;0
5281;64;"en";66;56
5281;64;"gs1";62;44
5281;64;"gs";67;0
5281;64;"ak";72;0
5281;64;"wa12";67;0
